AUTHOR;EDITOR;TITLE;SHORT TITLE;BOOK TITLE;JOURNAL;VOLUME;ISSUE;PAGES;PUBLISHER;PLACE;YEAR
;Kitts, M.;;;Martyrdom, Self-sacrifice, and Self-immolation : Religious Perspectives on Suicide;;;;;Oxford University Press;Oxford;2018
;Neusch, M.;Le sacrifice dans les religions;Le sacrifice dans les religions;Sciences théologiques et religieuses;;3;;;Beauchesne;Paris;1994
;Vesci, U. M.;;;Sacrifice and its Sublimation through the Word;;;;;Bharatiya Book corporation;Delhi;1991
Ginzburg, C.;"Donattini, M.; Marcocci, G.; Pastore, S.";Machiavelli e gli antiquari;Machiavelli e gli antiquari;L’Europa divisa e i nuovi mondi. Per Adriano Prosperi;;;;3-8;Edizioni della Normale;Pisa;2011
Versnel, H. S.;;Self-sacrifice, Compensation and the Anonymous Gods;Self-sacrifice, Compensation and the Anonymous Gods;Le sacrifice dans l’antiquité;;;;135-185;Fondation Hardt;Genève;1981
Zeitlin, F. I.;;The Motif of the Corrupted Sacrifice in Aeschylus' Oresteia;Corrupted Sacrifice in Aeschylus' Oresteia;;Transactions and Proceedings of the American Philological Association;96;;463-508;;;1965
Boyarin, D.;;;Dying For God;Dying For God: Martyrdom and the Making of Christianity and Judaism;;;;;Stanford University Press;Palo Alto, CA;1999
Moss, C.;;;Ancient Christian Martyrdom;Ancient Christian Martyrdom: Diverse Practices, Theologies, and Traditions;;;;;Yale University Press;New Haven, CT - London;2012
Moss, C.;;;The Myth of Persecution;The Myth of Persecution: How Early Christians Invented a Story of Martyrdom;;;;;HarperOne;New York;2013
Castelli, E.;;;Martyrdom and Memory;Martyrdom and Memory: Early Christian Culture Making;;;;;Columbia University Press;New York;2004
Bowersock, G. W.;;;Martyrdom and Rome;Martyrdom and Rome;;;;;Cambridge University Press;Cambridge;2010
Castillo Maldonado, P.;;El pasionario hispánico como fuente de los mártires hispanorromanos;El pasionario hispánico como fuente de los mártires hispanorromanos;;Revista de Humanidades de la Universidad de Jaén;4 - 5;;111 - 123;;;1995 - 1996
Christys, A.;;Saint-Germain-des-Près, St Vincent and the Martyrs of Córdoba.;Saint-Germain-des-Près, St Vincent and the Martyrs of Córdoba.;;Early Medieval Europe;7;;199 - 216;;;1998
Afsaruddin, A. ;"Janes, D. ; Houen, A.";Martyrdom in Islamic thought and practice. A historical survey.;Martyrdom in Islamic thought and practice. A historical survey.;Martyrdom and Terrorism. Pre-Modern and Contemporary Perspectives;;;;40 - 58;Oxford University Press;Oxford - New York;2014
Afsaruddin, A.;;;;Striving in the Path of God. Jihad and Martyrdom in Islamic Thought;;;;;Oxford University Press;Oxford;2015
