AUTHOR;DATES / CENTURY;VIAF;TITLE;SHORT TITLE;YEAR;PLACE;PUBLISHER / DEALER;LANGUAGE;KEY WORD 1; KEY WORDS 2;KEY WORDS 3;KEY WORDS 4;KEY WORDS 5;LINKS
Colombo, Felipe;1623 - 1684;http://viaf.org/viaf/38252568;Resumen de la vida del glorioso mártir San Pedro Pasqual de Valencia, ínclito Dotor Parisiense, Canonigo de la Santa Metropolitana Iglesia de Valencia, Obispo de Granada, Governador del Arçobispado de Toledo, Obispo de Jaén, Chanciller Mayor de Castilla, Escritor Insigne, Redentor Ilustre, y Gloria del Celeste, real, y Militar Orden de los Redentores de Nuestra Señora de la Merced. Padeció en Granada año M.CCC. Su autor, el Rev. Pad. Maest. Fray Felipe Colombo. De nuevo añadido por el R. P. Pres. fr. Iuan Bautista Merega [...];Resumen de la vida del glorioso mártir San Pedro Pasqual de Valencia, ínclito Dotor Parisiense, Canonigo de la Santa Metropolitana Iglesia de Valencia, Obispo de Granada, Governador del Arçobispado de Toledo, Obispo de Jaén, Chanciller Mayor de Castilla, Escritor Insigne, Redentor Ilustre, y Gloria del Celeste, real, y Militar Orden de los Redentores de Nuestra Señora de la Merced. Padeció en Granada año M.CCC. Su autor, el Rev. Pad. Maest. Fray Felipe Colombo. De nuevo añadido por el R. P. Pres. fr. Iuan Bautista Merega [...];1704;Valencia;Francisco Mestre;Spanish;Reconquista;Martyrdom;Mercedarians (O. de M.);Hagiographies;Spain;http://catalogo.bne.es/uhtbin/cgisirsi/x/0/0/57/5/3?searchdata1=1244249{CKEY}&searchfield1=GENERAL^SUBJECT^GENERAL^^&user_id=WEBSERVER
Colombo, Felipe;1623 - 1684;http://viaf.org/viaf/38252568;Compendio en breves noticias de la vida del inclito martir S. Pedro Pasqual, del Real y Militar Orden de Nuestra Señora de la Merced, Redempcion de Cautivos. Obispo de Granada, y Governador del Arçobispado de Toledo, Obispo después de Jaén. Escritor insigne, Redemptor Ilustre, coronado en Granada año de M.CCC. Le consagra a la Excelentissima Señora Doña Maria-Ana de Toledo y Portugal [...] Fray Felipe Colombo, Coronista General de la Orden.;Compendio en breves noticias de la vida del inclito martir S. Pedro Pasqual, del Real y Militar Orden de Nuestra Señora de la Merced, Redempcion de Cautivos. Obispo de Granada, y Governador del Arçobispado de Toledo, Obispo después de Jaén. Escritor insigne, Redemptor Ilustre, coronado en Granada año de M.CCC. Le consagra a la Excelentissima Señora Doña Maria-Ana de Toledo y Portugal [...] Fray Felipe Colombo, Coronista General de la Orden.;1673;[Madrid];En la Imprenta Real;Spanish;Reconquista;Martyrdom;Mercedarians (O. de M.);Hagiographies;Spain;https://books.google.es/books?id=Ypfg7xzXNBQC&hl=it&pg=PP3#v=onepage&q&f=false
Colombo, Felipe;1623 - 1684;http://viaf.org/viaf/38252568;Relacion de las fiestas que el real convento de Santa Catalina de Toledo del real y militar orden de nuestra Señora de la Merced, redencion de cautivos, consagrò a la solemnidad de la extension del culto y rezo concedido a San Pedro Pasqual de Valencia, Obispo titular de Granada, Governador del Arçobispado de Toledo, Obispo de Jaen, y Canciller mayor de su Reyno, Doctor insigne, redemptor ilustre, y Mártir glorioso en Granada año de M.CCC. Con los tres sermones que en las fiestas predicaron los tres señores canónigos magistrales de la Santa Iglesia de Toledo. Y un epitome de la vida del santo, sacado, y añadido de los procesos, que en su causa se hizieron. Por el maestro Fr. Felipe Colombo, Coronista General de la Religion. Con licencia.;Relacion de las fiestas que el real convento de Santa Catalina de Toledo del real y militar orden de nuestra Señora de la Merced, redencion de cautivos, consagrò a la solemnidad de la extension del culto y rezo concedido a San Pedro Pasqual de Valencia, Obispo titular de Granada, Governador del Arçobispado de Toledo, Obispo de Jaen, y Canciller mayor de su Reyno, Doctor insigne, redemptor ilustre, y Mártir glorioso en Granada año de M.CCC. Con los tres sermones que en las fiestas predicaron los tres señores canónigos magistrales de la Santa Iglesia de Toledo. Y un epitome de la vida del santo, sacado, y añadido de los procesos, que en su causa se hizieron. Por el maestro Fr. Felipe Colombo, Coronista General de la Religion. Con licencia.;1674;Madrid;En la Imprenta Real;Spanish;Hagiographies;Martyrdom;Mercedarians (O. de M.);Canonization of the Saints;Sermons;https://books.google.es/books?id=8qmaPfKnAP0C&hl=it&pg=PP7#v=onepage&q&f=false
Escolano y Ledesma, Diego;1609 - 1672;http://viaf.org/viaf/58421404;Memorial a la Reyna N. S. cerca las muertes que en odio de la Fe, y Religion Christiana dieron los Moriscos revelados a los Christianos viejos (y algunos nuevos) residentes en las Alpuxarras deste Reyno de Granada, en el Levantamiento del año 1568.;Memorial a la Reyna N. S. cerca las muertes que en odio de la Fe, y Religion Christiana dieron los Moriscos revelados a los Christianos viejos (y algunos nuevos) residentes en las Alpuxarras deste Reyno de Granada, en el Levantamiento del año 1568.;1671;Granada;Baltasar de Bolivar;Spanish;Catholic Martyrs;Memorials;Moriscos;Alpujarras;Granada;https://granatensis.ugr.es/permalink/34CBUA_UGR/1p2iirq/alma991009231689704990
Flórez, Enrique;1702 - 1773;http://viaf.org/viaf/29563371;España sagrada. Theatro geographico-historico de la Iglesia de España. Origen, divisiones, y limites de todas sus Provincias. Antiguedad, Traslaciones, y estado antiguo y presente de sus Sillas, con varias Dissertaciones críticas. Tomo XI. Contiene las vidas y escritos, nunca publicados hasta hoy, de algunos Varones ilustres Cordobeses, que florecieron en el Siglo nono.;España sagrada. Theatro geographico-historico de la Iglesia de España. Origen, divisiones, y limites de todas sus Provincias. Antiguedad, Traslaciones, y estado antiguo y presente de sus Sillas, con varias Dissertaciones críticas. Tomo XI. Contiene las vidas y escritos, nunca publicados hasta hoy, de algunos Varones ilustres Cordobeses, que florecieron en el Siglo nono.;1753;Madrid;Antonio Marín;"Spanish ; Latin";Crusades;Reconquista;Martyrdom;Church History;Spain;https://books.google.es/books?id=lEQ2AAAAMAAJ&hl=es&pg=PP7#v=onepage&q&f=false
González de Figueroa, Francisco;16;http://viaf.org/viaf/139028060;Obra nuevamente compuesta por Francisco Gonçalez de Figueroa, natural de la ciudad de Murcia, sacada de una verdadera relacion, dandose cuenta la vida, y el martyrio de una santa muger española: y fue, que la quemaron viva en la ciudad de Hierusalẽ, en el monte Calvario, donde fue crucificado nuestro Señor Iesu Christo. Y esto hizieron los Turcos, enemigos de nuestra santa fe catholica, el Domingo de Ramos en el año passado de mil y quinientos y ochenta, porque predicava la ley de nuestro Señor Iesu Christo.;Obra nuevamente compuesta [...] dandose cuenta la vida, y el martyrio de una santa muger española: y fue, que la quemaron viva en la ciudad de Hierusalẽ [...] porque predicava la ley de nuestro Señor Iesu Christo.;1581;Valencia;Juan Navarro;Spanish;Women martyrs;Martyrdom;Hyerusalem;Fire;Ottoman Empire;http://bdh-rd.bne.es/viewer.vm?id=0000231830&page=1
[Haedo, Diego de] , Sosa, Antonio;? - [1608];http://viaf.org/viaf/76414081;Topographia e Historia general de Argel. Repartida en cinco tratados, donse veran casos estraños [sic], muertes espantosas y tormentos exquisitos [...] dirigida al ilustrissimo señor don Diego de Haedo, arzobispo de Palermo [...] por el maestro fray Diego de Haedo, Abad de Fromesta, de la orden del Patriarca san Benito.;Topographia e Historia general de Argel. Repartida en cinco tratados, donse veran casos estraños [sic], muertes espantosas y tormentos exquisitos [...] dirigida al ilustrissimo señor don Diego de Haedo, arzobispo de Palermo [...] por el maestro fray Diego de Haedo, Abad de Fromesta, de la orden del Patriarca san Benito.;1612;Valladolid;Diego Fernandez de Cordoba y Oviedo;Spanish;Algiers;Crusades;Catholic Treaties on Islam;Christian Martyrs in Algiers;Geography;http://bdh-rd.bne.es/viewer.vm?id=0000079195&page=1
Castillo, Diego del;fl. 1515 - 1551;http://viaf.org/viaf/110309881;Historia de la presa de las Gelbes, en Africa, y valerosísima defensa que hizo de su fortaleza don Álvaro de Sande hasta su pérdida. Dedicada al serenísimo señor Emmanuel Filiberto, Duque de Saboya.;Historia de la presa de las Gelbes, en Africa, y valerosísima defensa que hizo de su fortaleza don Álvaro de Sande hasta su pérdida. Dedicada al serenísimo señor Emmanuel Filiberto, Duque de Saboya.;?;n. p.;n. p.;Spanish;Crusades;North Africa;Early-Modern Chronicles;Holy Wars;Christian-Islamic relations;https://books.google.es/books/about/Historia_de_la_Presa_de_Los_Gelbes_en_%C3%81.html?id=Kjf2MgEACAAJ&redir_esc=y
Barrantes Maldonado, Pedro;1510 - 1580;http://viaf.org/viaf/14951507;Dialogo entre Pedro Barrantes Maldonado y un caballero extranjero, en que cuenta el saco que los Turcos hicieron en Gibraltar y el vencimiento y destruicion que la Armada de España hizo en la de los Turcos año 1540.;Dialogo entre Pedro Barrantes Maldonado y un caballero extranjero, en que cuenta el saco que los Turcos hicieron en Gibraltar y el vencimiento y destruicion que la Armada de España hizo en la de los Turcos año 1540.;1566;Alcalá de Henares;En casa de Sebastián Martinez;Spanish;Crusades;Spain;Ottoman Empire;Christian-Islamic relations;Early-Modern Chronicles;http://www.bibliotecavirtualdeandalucia.es/catalogo/es/catalogo_imagenes/grupo.do?path=1014253
Morales, Juan Baptista de;1597 - 1664;http://viaf.org/viaf/95320652;Jornada de África del Rey Don Sebastian de Portugal, compuesto por Juan Bautista de Morales, natural de Montilla, a don Juan Fernández de Córdoba y Aguilar.;Jornada de África del Rey Don Sebastian de Portugal, compuesto por Juan Bautista de Morales, natural de Montilla, a don Juan Fernández de Córdoba y Aguilar.;1622;Seville;Gabriel Ramos Bejarano;Spanish;Crusades;North Africa;Sebastian of Portugal;Martyrdom;Early-Modern Chronicles;https://books.google.es/books?id=VhNmAAAAcAAJ&hl=it&pg=PP7#v=onepage&q&f=false
Bayle, Constantino;1882 - 1953;http://viaf.org/viaf/215405386;Sin Dios y contra Dios. La campaña de nuestros días.;Sin Dios y contra Dios. La campaña de nuestros días.;1935;Burgos;Rayfe [ Razón y Fe ]       ;Spanish;Martyrdom;Spanish Civil War;Anticlericalism;Violence against Clergy;Persecutions;http://catalogo.bne.es/uhtbin/cgisirsi/x/0/0/57/5/3?searchdata1=1135373{CKEY}&searchfield1=GENERAL^SUBJECT^GENERAL^^&user_id=WEBSERVER
Castro Albarrán, Aniceto de;1896 - 1981;http://viaf.org/viaf/21928645;Este es el cortejo. Héroes y mártires de la cruzada española;Este es el cortejo. Héroes y mártires de la cruzada española;1938;Salamanca;Gráfica Cervantes;Spanish;Crusades;Martyrdom;Spanish Civil War;Anticlericalism;Violence against Clergy;https://books.google.es/books/about/Este_es_el_cortejo.html?id=VQMqAQAAMAAJ&redir_esc=y
Castro Albarrán, Aniceto de;1896 - 1981;http://viaf.org/viaf/21928645;Serafinillo. El alma o el místico castillo interior de Aurora Calvo Hernández-Agero, que amó mucho a Jesucristo y fue muy amada de Él, y vivió y murió, víctima de amor y de dolor.;Serafinillo. El alma o el místico castillo interior de Aurora Calvo Hernández-Agero;1939;n. p. [Salamanca];Gráfica Cervantes;Spanish;Biographies;Individual Sacrifice;Unbloody Sacrifice;Mysticism;Spain;https://books.google.es/books/about/Serafinillo.html?id=uwJ0lAEACAAJ&redir_esc=y
Castro Albarrán, Aniceto de;1896 - 1981;http://viaf.org/viaf/21928645;La gran víctima. La Iglesia española, mártir de la revolución roja.;La gran víctima. La Iglesia española, mártir de la revolución roja;1940;n. p. [Salamanca];Talleres Cervantes;Spanish;Crusades;Martyrdom;Spanish Civil War;Anticlericalism;Violence against Clergy;https://books.google.es/books?id=oSMxAQAAIAAJ&hl=it&source=gbs_book_other_versions
Castro Albarrán, Aniceto de;1896 - 1981;http://viaf.org/viaf/21928645;Guerra Santa. El sentido católico del Movimiento Nacional español;Guerra Santa. El sentido católico del Movimiento Nacional español.;1938;Burgos;Editorial Española;Spanish;Holy Wars;Crusades;Martyrdom;Spanish Civil War;Anticlericalism;https://books.google.es/books/about/Guerra_santa.html?id=KDpuAAAAIAAJ&redir_esc=y
Monroy y Silva, Cristóbal de;1612 - 1649;http://viaf.org/viaf/34466363;Renegado, rey y martyr. Comedia famosa de don Christoval de Monroy;Renegado, rey y martyr. Comedia famosa de don Christoval de Monroy;17;n. p.;n. p.;Spanish;Martyrdom;North Africa;Theatre;Dramas;Hagiographies;http://catalogo.bne.es/uhtbin/cgisirsi/x/0/0/57/5/3?searchdata1=6562974{CKEY}&searchfield1=GENERAL^SUBJECT^GENERAL^^&user_id=WEBSERVER
Bleda, Jaime;1550 (?) - 1622 (?);http://viaf.org/viaf/42179901;Corónica de los moros de España;Corónica de los moros de España;1618;Valencia;Felipe Mey, a costa de Pablo Clates;Spanish;Early-Modern Chronicles;Spain;Pagan Sacrifice;Reconquista;Christian-Islamic relations;https://books.google.es/books?id=x99FAAAAcAAJ&hl=es&pg=PP5#v=onepage&q&f=false
Buiza, Blas de;16 - 17;[ Autore non presente in Viaf.org ];Relacion nueva, verdadera y copiosa de los sagrados lugares de Ierusalen y Tierrasanta. De las misericordias divinas, que en ellos resplandecen, de los muchos trabajos, y afliciones que por conservarlos en piedad Christiana padecen los Religiosos del Serafico Padre San Francisco, que los habitan. Y de los grandes gastos que tienen con los Turcos. Ordenada por el Padre Fray Blas de Buyza, de la misma Orden, Secretario en la Curia Romana, y Comissario de la Tierrasanta.;Relacion [...] de los sagrados lugares de Jerusalen y Tierrasanta;1622;Madrid;por la viuda de Alonso Martin;Spanish;Holy Land;Hyerusalem;Martyrology;Crusades;Franciscans (O.F.M.);https://books.google.es/books?id=NUhaZMwocOoC&hl=it&pg=PP5#v=onepage&q&f=false
Castelví, Franscisco de;1626 - 1695;[ Autore non presente in Viaf.org ];Sermón para convertir Moros, hombres que tienen la ley de Mahoma. Dedicado a nuestro santisimo Padre y Señor Innocencio Duodezimo, Summo Pontifice, Successor de San Pedro y Vicario de Christo Señor nuestro, Dios y hombre verdadero, por el maestro Fray Francisco de Castelví, del Orden de Nuestra Señora de la Merced, Redempcion de Cautivos.;Sermon para convertir moros, hombres que tienen la ley de Mahoma [...];1689;Madrid;Diego Martínez Abad;Spanish;Sermons;Conversions;Christ's sacrifice;Catholic Treaties on Islam;Catholic Theory of Sacrifice;http://bdh-rd.bne.es/viewer.vm?id=0000079363&page=1
Anonymous / Unknown;17;;Relación verdadera en que se da cuenta muy por extenso del modo que tienen de vivir assi Moros, como Iudios de la ciudad de Argel, y del mal tratamiento y rigor que usan con los cautivos, y como les permiten que oigan Missa, y Sermon, y otras muchas cosas diversas de admiración. Escrita por un cautivo que ahora ha venido de allá (natural desta Villa, y Corte de Madrid) en la Redención que hizo el Convento de la Santísima Trinidad en 25. de Marzo [de] este año de 1639.;Relación verdadera en que se cuenta [...] del modo que tienen de vivir assi moros como Iudios de la ciudad de Argel y del mal tratamiento y rigor que usan con los cautivos [...];1639;Madrid;Diego Díaz;Spanish;Jews;North Africa;Redemption of Captives;Tortures;Christian-Islamic relations;http://bdh-rd.bne.es/viewer.vm?id=0000072899&page=1
Ginés, Juan;16 - 17;[ Autore non presente in Viaf.org ];Relacion verdadera, donde se da cuenta, de la dolorosa muerte que Muley Amete Rey de Marruecos mando dar a nueve moços, y a un Clerigo de Evangelio, vezino de la ciudad de Toledo, y de como fue quemado por la doctrina que enseño a estos, los quales murieron martyres y bienaventurados.;Relacion verdadera [...] de la dolorosa muerte [...] nueve moços, y a un Clerigo de Evangelio, vezino de la ciudad de Toledo, y de como fue quemado por la doctrina que enseño a estos, los quales murieron martyres y bienaventurados.;1621;Barcelona;Sebastián Matevad;Spanish;Martyrdom;Children Martyrs;Spanish Missionaries;Fire;Morocco;https://www.bidiso.es/CBDRS/ediciones/BDRS0001978/2588
Anonymous / Unknown;16 - 17;;Histoire très véritable de la cruelle mort soufferte par [...] Frère Bernardin Deguisany, en la cité de Marque en Barbarie.;Histoire très véritable de la cruelle mort soufferte par [...] Frère Bernardin Deguisany, en la cité de Marque en Barbarie.;1606;Paris;Vve Roffet;French;Martyrdom;North Africa;Tortures;Early-Modern Chronicles;Self-sacrifice;https://books.google.es/books?id=q95VAAAAcAAJ&hl=it&pg=PA5#v=onepage&q&f=false
Bilches, Francisco de;17;http://viaf.org/viaf/36145193322770461151;Santos y Santuarios del Opispado de Jaen y Baeza. Prueba de lo resuelto por los santos, &c. Al Eminentissimo Señor don Baltasar de Moscoso y Sandoval, Presbytero Cardenal de la Santa Iglesia de Roma, Título de Santa Cruz, en Gerusalen, Arçobispo de Toledo, Primado de las Españas, del Consejo de Estado de su Magestad, &c. Por el Padre Francisco de Bilches, de la Compañía de Jesús, Rector del Colegio de San Ignatio de la ciudad de Baeça. ;Santos y Santuarios del Opispado de Jaen y Baeza.;1653;Madrid;Domingo García y Morrás;Spanish;Saints;Hagiographies;Canonization of the Saints;Martyrdom;Reconquista;https://books.google.it/books?id=l7pIAAAAcAAJ&printsec=frontcover&hl=es&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=true
Antolínez de Burgos, Justino;1557 (?) - 1637;http://viaf.org/viaf/5089244;Historia Eclesiástica de Granada;Historia Eclesiástica de Granada;[1623];n. p.;[ Mnuscript ];Spanish;Moriscos;Granada;Crusades;Martyrdom;Reconquista;https://digibug.ugr.es/bitstream/handle/10481/506/caja_b-032.pdf?sequence=1&isAllowed=y
Aranda, Antonio de;15-16;http://viaf.org/viaf/5266681;Verdadera informacion de la tierra santa segun la disposicion en que en este anno de MDXXX el auctor la vio y passeo;Verdadera informacion de la tierra santa segun la disposicion en que en este anno de MDXXX el auctor la vio y passeo;1537;n. p.;De Ayala;Spanish;Holy Land;Hyerusalem;Crusade;Martyrdom;Christian-Islamic relations;https://books.google.es/books?id=lHxTAAAAcAAJ&vq=me%C5%BFmo&hl=it&pg=PP7#v=onepage&q&f=false
Aranda, Gabriel de  (S.J.);1650 - 1709;http://viaf.org/viaf/49083961;Vida del siervo de Dios exemplar de sacerdotes el venerable Padre Fernando de Contreras, natural de esta ciudad de Sevilla, del abito clerical de N.P.S. Pedro. Escrita de orden del Dean y Cabildo de esta Santa, Metropolitana, y Patriarchal Iglesia [...] por el padre Gabriel de Aranda de la Compañía de Jesus. Impressa à expensas y solicitud de un capitular de la misma Santa Iglesia. Con Licencia.;Vida del siervo de Dios exemplar de sacerdotes el venerable Padre Fernando de Contreras, natural de esta ciudad de Sevilla, del abito clerical de N.P.S. Pedro. Escrita de orden del Dean y Cabildo de esta Santa, Metropolitana, y Patriarchal Iglesia [...] por el padre Gabriel de Aranda de la Compañía de Jesus. Impressa à expensas y solicitud de un capitular de la misma Santa Iglesia. Con Licencia.;1692;Seville;Thomas Lopez de Haro;Spanish;Hagiographies;Catholic Theory of Sacrifice;Punishment;Redemption of Captives;Conversions;https://books.google.es/books?id=D1X3ne5EoJkC&hl=it&pg=PP7#v=onepage&q&f=false
Fontanus, Jacobus;? - [1538];http://viaf.org/viaf/103209633;"De bello Rhodio: Libri tres, Clementi VII Pont. Max. dedicati, Iacobo Fontano Brugensi autore. Ad Reverendiss. Principem ac Dominum D. Albertum S. Romanae Ecclesiae Cardinalem, Moguntinumque; Archiepiscopum et c.; ut deliberet, non modo de bello Turcico, sed etiam de sanandis Ecclesiasticis Diffensionibus, Philippi Melanchthonis Exhortatoria Epistola.";"De bello Rhodio: Libri tres, Clementi VII Pont. Max. dedicati, Iacobo Fontano Brugensi autore. Ad Reverendiss. Principem ac Dominum D. Albertum S. Romanae Ecclesiae Cardinalem, Moguntinumque; Archiepiscopum et c.; ut deliberet, non modo de bello Turcico, sed etiam de sanandis Ecclesiasticis Diffensionibus, Philippi Melanchthonis Exhortatoria Epistola.";1527;Hagenaw (Haguenau, France);Joannes Secerius;Latin;Rhodes;Crusade;Martyrdom;Christian-Islamic relations;Holy Wars;https://books.google.es/books?id=oitKAAAAcAAJ&hl=it&pg=PP3#v=onepage&q&f=false
Fontanus, Jacobus;? - [1538];http://viaf.org/viaf/103209633;La muy lamentable conquista y cruenta batalla de Rhodas. Nuevamente sacada de la lengua latina en nuestro vulgar Castellano y puesta por mejor modo que en el latin estaba, por el bachiller Christoval de Arcos [...];La muy lamentable conquista y cruenta batalla de Rhodas. Nuevamente sacada de la lengua latina en nuestro vulgar Castellano y puesta por mejor modo que en el latin estaba, por el bachiller Christoval de Arcos [...];1526 [1528];Seville;Juan Varela de Salamanca;Spanish;Rhodes;Crusade;Martyrdom;Christian-Islamic relations;Holy Wars;https://books.google.es/books?id=lRzyAgs7YdkC&dq=La%20muy%20lamentable%20conquista%20y%20cruenta%20batalla%20de%20Rhodas%20Arcos%20Cristobal&hl=it&pg=PA1#v=onepage&q&f=false
Salazar, Pedro de;1510 - 1576;http://viaf.org/viaf/68735029;"Historia de la Guerra y presa de África; con la destrucción de la villa de Monatzer y Isla del Gozo y pérdida de Tripol de Berbería, con otras muy nuevas cosas.";Historia de la Guerra y presa de África [...] y pérdida de Tripol de Berbería;1552;Naples;Mastre Matia, impresor [Mattia Cancer];Spanish;Early-Modern Chronicles;Crusades;Martyrdom;Ottoman Empire;Holy Wars;https://roderic.uv.es/uv_im_b14017933
Hortensius, Lambertus;[1500] - [1574];http://viaf.org/viaf/18163012/#Hortensius,_Lambertus,_1500?-1574?;Tumultuum Anabaptistarum liber unus, autore. D. Lamberto Hortensio Montfortio, Ludimoderatore Scholae Nerdenae.   ;Tumultuum Anabaptistarum liber unus ... ;1548;Basel ;n. p.;Latin;Anabaptism;Anti-Anabaptist Controversy;Münster;;;https://books.google.com/books?id=2aZTAAAAcAAJ&printsec=frontcover&hl=en#v=onepage&q&f=false
