AUTHOR;DATES / CENTURY;VIAF;TITLE;SHORT TITLE;YEAR;PLACE;PUBLISHER / DEALER;LANGUAGE;KEY WORD 1; KEY WORDS 2;KEY WORDS 3;KEY WORDS 4;KEY WORDS 5;LINKS
Possevino, Antonio;1533 - 1611;http://viaf.org/viaf/64050358;Trattato del santissimo sacrificio dell'altare detto messa. Nel quale per la santa parola di Dio, & per li testimonii degli apostoli & della chiesa primitiua si mostra che il signor Giesu Christo institui la messa, & gli apostoli la celebrarono;Trattato del santissimo sacrificio dell'altare detto messa. Nel quale per la santa parola di Dio, & per li testimonii degli apostoli & della chiesa primitiua si mostra che il signor Giesu Christo institui la messa, & gli apostoli la celebrarono;1564;Milan;Giovanni Antonio degli Antonii;Italian;Mass;Catholicism;Jesuits (S.J.);Eucharist;;https://books.google.it/books?vid=IBNR:CR000103945&redir_esc=y
Rainolds, John ;1549 - 1607 ;http://viaf.org/viaf/20024748  ;The summe of the conference between Iohn Rainoldes and Iohn Hart touching the head and the faith of the Church. Wherein by the way are handled sundrie points, of the sufficiencie and right expounding of the Scriptures, the ministerie of the Church, the function of priesthood, the sacrifice of the masse, with other controuerises of religion but chiefly and purposely the point of Church-gouernment ... Penned by Iohn Rainoldes, according to the notes set downe in writing by them both perused by Iohn Hart, and (after things supplied, & altered, as he thought good) allowed for the faithfull report of that which past in conference betwene them. Whereunto is annexed a treatise intitled, Six conclusions touching the Holie Scripture and the Church, writen by Iohn Rainoldes. With a defence of such thinges as Thomas Stapleton and Gregorie Martin haue carped at therein;The summe of the conference between Iohn Rainoldes and Iohn Hart touching the head and the faith of the Church. Wherein by the way are handled sundrie points, of the sufficiencie and right expounding of the Scriptures, the ministerie of the Church, the function of priesthood, the sacrifice of the masse, with other controuerises of religion but chiefly and purposely the point of Church-gouernment ... Penned by Iohn Rainoldes, according to the notes set downe in writing by them both perused by Iohn Hart, and (after things supplied, & altered, as he thought good) allowed for the faithfull report of that which past in conference betwene them. Whereunto is annexed a treatise intitled, Six conclusions touching the Holie Scripture and the Church, writen by Iohn Rainoldes. With a defence of such thinges as Thomas Stapleton and Gregorie Martin haue carped at therein;1584;London;John Wolfe;English;Mass;Anglicanism;Puritanism;Church-State Relations;;https://ota.bodleian.ox.ac.uk/repository/xmlui/handle/20.500.12024/A10345
"
Rainolds, William";[1544] - 1594;http://viaf.org/viaf/44406014;A treatise conteyning the true catholike and apostolike faith of the holy sacrifice and sacrament ordeyned by Christ at his last Supper with a declaration of the Berengarian heresie renewed in our age: and an answere to certain sermons made by M. Robert Bruce minister of Edinburgh concerning this matter;A treatise conteyning the true catholike and apostolike faith of the holy sacrifice and sacrament ordeyned by Christ at his last Supper with a declaration of the Berengarian heresie renewed in our age: and an answere to certain sermons made by M. Robert Bruce minister of Edinburgh concerning this matter;1593;Antwerp;Ioachim Trognesius;English;Catholicism;Last Supper;Sacraments;Sermons;Heresy;https://books.google.it/books?id=2vrLW_KZRFQC&printsec=frontcover&redir_esc=y#v=onepage&q&f=false
Rhegius, Urbanus;1489 - 1541;http://viaf.org/viaf/17232588;Orthodoxorum Patrum Sententiae aliquot de Missali Sacrificio, explicatae per Doct. Urbanum Regium;Orthodoxorum Patrum Sententiae aliquot de Missali Sacrificio, explicatae per Doct. Urbanum Regium;1533;Wittenberg;Georg Rhau;Latin;Patristics;Bible, Old Testament;Bible, New Testament;Mass;Lutheranism;https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN738588997&PHYSID=PHYS_0005
Richeome, Louis;1544 - 1625;http://viaf.org/viaf/64043371;Tableaux sacrez des figures mystiques du tres-auguste sacrifice et sacrement de l'Eucharistie dediez a la tres chrestienne royne de France et de Nauarre Marie de Medicis;Tableaux sacrez des figures mystiques du tres-auguste sacrifice et sacrement de l'Eucharistie dediez a la tres chrestienne royne de France et de Nauarre Marie de Medicis;1601;Paris;Laurens Sonnius;French;Abraham and Isaac;Melchisedec;Bible, Genesis;Sacrificial Lamb;Eucharist;https://archive.org/details/tableauxsacrezde00rich
Sancto Francisco à, Angelus;1601 - 1678;http://viaf.org/viaf/89156701;A liturgical discourse of the holy sacrifice of the mass. The second part wherein is contained a summary explication of the several parts, rites, and ceremonies thereof, out of the Scriptures, tradition, councils, and holy fathers, conformable to the use and practice of our Holy Mother the Church;A liturgical discourse of the holy sacrifice of the mass. The second part wherein is contained a summary explication of the several parts, rites, and ceremonies thereof, out of the Scriptures, tradition, councils, and holy fathers, conformable to the use and practice of our Holy Mother the Church;1669;London;n. p.;;Catholicism;"
Franciscans (O.F.M.)";Liturgy;Mass;;https://books.google.it/books?id=aVySXCP33cAC&pg=RA1-PA151&dq=A+liturgical+discourse+of+the+holy+sacrifice+of+the+mass.+The+second+part&hl=it&newbks=1&newbks_redir=0&sa=X&ved=2ahUKEwjigYq3sLDwAhWH_6QKHZZtDzsQ6AEwAHoECAMQAg#v=onepage&q&f=false
Sancto Francisco à, Angelus;1601 - 1678;http://viaf.org/viaf/89156701;"The liturgical-discourse of the holy sacrifice of the masse by omission of controversial questions; abridged and accommodated to the pious use of devout Christians in hearing masse";"The liturgical-discourse of the holy sacrifice of the masse by omission of controversial questions; abridged and accommodated to the pious use of devout Christians in hearing masse";1675;London;n. p.;English;Catholicism;Mass;"
Franciscans (O.F.M.)";Liturgy;;https://books.google.it/books/about/The_Liturgical_Discourse_of_the_Holy_Sac.html?id=hHtnAAAAcAAJ&redir_esc=y
Schatzgeyer, Kaspar;[1463] - 1527;http://viaf.org/viaf/24687730;Scrutinium Divinae Scripturae, pro conciliatione dissidentium dogmatum circa subscriptas materias. [Sp.1 ] De [Sp.2 ] Gratia et libero arbitrio. Fide et operibus. Peccato in bono opere. Exordio verae poenitentiae. Meritorio actu liberi arbitrii. Sacrificio novi testamenti. Sacerdotio novae legis. Communione sub utraque specie. Baptismo et libertate Christiana. Votis et statu monachorum;Scrutinium Divinae Scripturae, pro conciliatione dissidentium dogmatum circa subscriptas materias. [Sp.1 ] De [Sp.2 ] Gratia et libero arbitrio. Fide et operibus. Peccato in bono opere. Exordio verae poenitentiae. Meritorio actu liberi arbitrii. Sacrificio novi testamenti. Sacerdotio novae legis. Communione sub utraque specie. Baptismo et libertate Christiana. Votis et statu monachorum;1522;Köln;Gottfried Hittorp;Latin;Catholicism;Biblical Commentaries;Bible, New Testament;Sacraments;Theology;https://digitale.bibliothek.uni-halle.de/vd16/content/pageview/5439142
Waterland, Daniel;1683 - 1740;http://viaf.org/viaf/15121725;The christian sacrifice explained: in a charge delivered in part to the Middlesex clergy at St. Clement-Danes, April the 20th, 1738. To which is added an appendix;The christian sacrifice explained: in a charge delivered in part to the Middlesex clergy at St. Clement-Danes, April the 20th, 1738. To which is added an appendix;1738;London;"[William] Innys ; [Richard] Manby";English;Anglicanism;Latitudinarianism;Patristics;Disputes;Sermons;https://books.google.it/books?id=Xo9bAAAAQAAJ&newbks=0&printsec=frontcover&dq=The+christian+sacrifice+explained+:+in+a+charge+delivered+in+part+to+the+Middlesex+clergy&hl=it&redir_esc=y#v=onepage&q=The%20christian%20sacrifice%20explained%20%3A%20in%20a%20charge%20delivered%20in%20part%20to%20the%20Middlesex%20clergy&f=false
"Wesley, John ; Wesley, Charles";"1703 - 1791 ; 1707 - 1788";"http://viaf.org/viaf/19686646  ;  http://viaf.org/viaf/117440";Hymns on the Lord's supper, With a preface, concerning the Christian sacrament and sacrifice extracted from Dr. Brevint;Hymns on the Lord's supper, With a preface, concerning the Christian sacrament and sacrifice extracted from Dr. Brevint;1747;Bristol;Felix Farley;English;Methodism;Sacraments;Last Supper;Hymns;;https://books.google.it/books?id=q_SXITbE-EIC&printsec=frontcover&dq=Hymns+on+the+Lord%27s+supper.+:+By+John+and+Charles+Wesley&hl=it&newbks=1&newbks_redir=0&sa=X&ved=2ahUKEwjLuoGNwrXvAhURlxQKHZRlBvYQ6AEwAHoECAQQAg#v=onepage&q=Hymns%20on%20the%20Lord's%20s&f=false
Wise, Thomas;1670 - 1726;http://viaf.org/viaf/288724299;Fourteen discourses: on some of the most important heads in divinity and morality: delivered all of them (except the 13th) upon Saints or other Solemn Days, at the cathedral and metropolitane church of Canterbury;Fourteen discourses: on some of the most important heads in divinity and morality: delivered all of them (except the 13th) upon Saints or other Solemn Days, at the cathedral and metropolitane church of Canterbury;1717;London;[William] Taylor;English;Anglicanism;Sermons;Saints;;;
Mazzolini, Silvestro;1456? - 1527?;http://viaf.org/viaf/4903823;Tractatus de expositione misse seu de immolatione spiritalis agni & sacrificio nove legis;Tractatus de expositione misse seu de immolatione spiritalis agni & sacrificio nove legis;1509;Milan;Gotardus de Ponte;Latin;Catholicism;Mass;Theology;;;https://books.google.it/books?id=RDjVyKONm0YC&pg=PT51&dq=Tractatus+de+expositione+misse+seu+de+immolatione+spiritalis+agni+%26+sacrificio+nove+legis&hl=it&newbks=1&newbks_redir=0&sa=X&ved=2ahUKEwiLwtvPkuzwAhXBu6QKHe4wCHgQ6AEwAHoECAQQAg#v=onepage&q=Tractatus%20de%20expositione%20misse%20seu%20de%20immolatione%20spiritalis%20agni%20%26%20sacrificio%20nove%20legis&f=false
Eck, Johann von;1486 - 1543;http://viaf.org/viaf/100185986;Ad invictissimum Poloniae regem Sigismundum, de sacrifio Missae contra lutheranos, libri tres;Ad invictissimum Poloniae regem Sigismundum, de sacrifio Missae contra lutheranos, libri tres;1526;n. p. ;n. p.;Latin;Catholicism;Anti-Protestant Controversy;Mass;Bible, Old Testament;;https://books.google.it/books?id=nrliAAAAcAAJ&printsec=frontcover&source=gbs_book_other_versions_r&redir_esc=y#v=onepage&q&f=false
Aldrete, Bernardo;1560 - 1641;http://viaf.org/viaf/100187060;Mysterii Mysteriorum sacrificii aeterni eucharistica symbola deque illi quintis feriis sacrandis...;Mysterii Mysteriorum sacrificii aeterni eucharistica symbola deque illi quintis feriis sacrandis...;1618;Cordoba;n. p.;Latin;Eucharist;Mass;Catholic Theory of Sacrifice;Sacrificial Objects;Catholic Liturgy;http://catalogo.bne.es/uhtbin/cgisirsi/x/0/0/57/5/3?searchdata1=433742{CKEY}&searchfield1=GENERAL^SUBJECT^GENERAL^^&user_id=WEBSERVER
Latimer, Hugh;[1485]-1555;http://viaf.org/viaf/45098193/#Latimer,_Hugh,_1485?-1555;Certẽ Godly, Learned and Comfortable Conferences, Betwene the Two Reverende Fathers, and Holye Martyrs of Christe, D. Nicolas Rydley Late Bysshope of London, and M. Hughe Latymer Sometyme Bysshope of Worcester, During the Tyme of Theyr Emprysenmentes: Whereunto is Added a Treatise Agaynste the errour of Transubstantiation / made by the sayd Reverende Father D. Nicolas Rydley  ;Certẽ Godly, Learned and Comfortable Conferences ...;1556;n. p.;n. p.;English;English Reformation;Trasubstantiation;;;;https://books.google.com/books?id=Ydnquv_OukYC&printsec=frontcover#v=onepage&q&f=false
Pietro Lombardo;[1110] - 1160;http://viaf.org/viaf/51797933;Examen doctrinae Sorbonicae, De Eucharistiae sacramento & sacrificio;Examen doctrinae Sorbonicae, De Eucharistiae sacramento & sacrificio;1566;n. p.;n. p.;Latin;Theology;Eucharist;Catholicism;Controversy;;https://books.google.it/books?id=j887AAAAcAAJ&printsec=frontcover&redir_esc=y#v=onepage&q&f=false
[Nelson, Robert];1656 - 1715;http://viaf.org/viaf/18664895;"The great duty of frequenting the Christian sacrifice, and the nature of the preparation required With suitable devotions. Partly collected from the antient liturgies. To which are perfixed instructions for confirmation
";"The great duty of frequenting the Christian sacrifice, and the nature of the preparation required With suitable devotions. Partly collected from the antient liturgies. To which are perfixed instructions for confirmation
";1723;Cork;n. p.;English;Church History;Eucharist;Liturgy;Duty;;https://books.google.it/books?id=g91nmgEACAAJ&printsec=frontcover&hl=it&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false 
Bona, Giovanni;1609 - 1674;http://viaf.org/viaf/37060997;De la Liturgie, ou Traité sur le saint sacrifice de la messe;De la Liturgie, ou Traité sur le saint sacrifice de la messe;1854;Paris;n. p.;French;Catholic;Eucharist;Mass;Liturgy;;https://www.worldcat.org/title/de-la-liturgie-ou-traite-sur-le-saint-sacrifice-de-la-messe/oclc/1079956152&referer=brief_results
Boyd, Robert;1578 - 1627;http://viaf.org/viaf/76304323;A spirituall hymne or The sacrifice of a sinner to be offred upon the altar of a humbled heart, to Christ our Redeemer. Inverted in English sapphicks, from the Latine, of the reverend, religious, and learned divine, Mr Robert Boyd of Trocborege. By Sr William Mure yo: of Rowallane knight. By whom is also annexed a poeme, entituled Doomes-day. Containing, hells horrour, and heavens happinesse;A spirituall hymne or The sacrifice of a sinner to be offred upon the altar of a humbled heart, to Christ our Redeemer. Inverted in English sapphicks, from the Latine, of the reverend, religious, and learned divine, Mr Robert Boyd of Trocborege. By Sr William Mure yo: of Rowallane knight. By whom is also annexed a poeme, entituled Doomes-day. Containing, hells horrour, and heavens happinesse;1628;Edinburgh;n. p.;English;Calvinism;Presbyterianism;Grace;Individual Sacrifice;;https://ota.bodleian.ox.ac.uk/repository/xmlui/handle/20.500.12024/A16534 
"Boyd, Robert; Mure, William";"1578 - 1627; 1594 - 1657";"http://viaf.org/viaf/76304324; http://viaf.org/viaf/60538685";A spirituall hymne or The sacrifice of a sinner : to be offred vpon the altar of a humbled heart, to Christ our Redeemer. Inverted in English sapphicks, from the Latine, of the reverend, religious, and learned divine, Mr Robert Boyd of Trocborege. By Sr William Mure yo: of Rowallane knight. By whom is also annexed a poeme, entituled Doomes-day. Containing, hells horrour, and heavens happinesse;A spirituall hymne or The sacrifice of a sinner : to be offred vpon the altar of a humbled heart, to Christ our Redeemer. Inverted in English sapphicks, from the Latine, of the reverend, religious, and learned divine, Mr Robert Boyd of Trocborege. By Sr William Mure yo: of Rowallane knight. By whom is also annexed a poeme, entituled Doomes-day. Containing, hells horrour, and heavens happinesse;1628;Edinburgh;Iohn Wreittoun;English;Scottish Church;Scottland;Sin;Hymns;;https://www.worldcat.org/title/spirituall-hymne-or-the-sacrifice-of-a-sinner-to-be-offred-vpon-the-altar-of-a-humbled-heart-to-christ-our-redeemer-inverted-in-english-sapphicks-from-the-latine-of-the-reverend-religious-and-learned-divine-mr-robert-boyd-of-trocborege-by-sr-william-mure-yo-of-rowallane-knight-by-whom-is-also-annexed-a-poeme-entituled-doomes-day-containing-hells-horrour-and-heavens-happinesse/oclc/1203324404&referer=brief_results
Brevint, Daniel;1616 - 1695;http://viaf.org/viaf/64351670;The Christian sacrament and sacrifice: by way of discourse, meditation, and prayer upon the nature, parts, and blessings of the Holy communion;The Christian sacrament and sacrifice: by way of discourse, meditation, and prayer upon the nature, parts, and blessings of the Holy communion;1673;Oxford;n. p.;English;Anglicanism;Eucharist;Prayers;Meditations;;https://translate.google.com/translate?hl=it&sl=en&u=https://quod.lib.umich.edu/e/eebo2/A29341.0001.001%3Fview%3Dtoc&prev=search&pto=aue 
Brevint, Daniel;1616 - 1695;http://viaf.org/viaf/64351670;The Christian sacrament and sacrifice. Missale Romanum;The Christian sacrament and sacrifice. Missale Romanum;1847;London;"Vincent J.; Hatchard and son";English;Anglican;Eucharist;Liturgical Books;Liturgical Books;;https://books.google.it/books?id=FrYHAAAAQAAJ&printsec=frontcover&redir_esc=y#v=onepage&q&f=false
Cennick, John;1718 - 1755;http://viaf.org/viaf/70359049;"Twenty discourses on the following important subjects, viz. I. The woman of Samaria. II. The first Principles of Christianity. III. The Sufferings and Satisfaction of Christ. IV. The Beetitudes. V. The Dasmoniac. VI. Dives and Lazarus. Vii. The hidden Treasure. Viii. The Offices of the Messiah. IX. The great Sacrifice. X. Lot's Flight. XI. Deliverance from Death. XII. The Privilege of Believers. XIII. The Patterns of Mercy. XIV. The Vision of dry Bones. XV. The Safety of a true Christian. XVI. The Assurance of Faith ; or, the Experience of a true Christian. XVII. The linsey-woolsey Garment. XVIII. The Reproach of the Cross. XIX. The Widow of Nain. XX. The beatific vision ; or, beholding Jesus crucified. By John Cennick. vol. II";"Twenty discourses on the following important subjects, viz. I. The woman of Samaria. II. The first Principles of Christianity. III. The Sufferings and Satisfaction of Christ. IV. The Beetitudes. V. The Dasmoniac. VI. Dives and Lazarus. Vii. The hidden Treasure. Viii. The Offices of the Messiah. IX. The great Sacrifice. X. Lot's Flight. XI. Deliverance from Death. XII. The Privilege of Believers. XIII. The Patterns of Mercy. XIV. The Vision of dry Bones. XV. The Safety of a true Christian. XVI. The Assurance of Faith ; or, the Experience of a true Christian. XVII. The linsey-woolsey Garment. XVIII. The Reproach of the Cross. XIX. The Widow of Nain. XX. The beatific vision ; or, beholding Jesus crucified. By John Cennick. vol. II";1765;London;M. Lewis;English;Sermons;Methodist;Moravian Church;Christ's sacrifice;;https://www.worldcat.org/title/twenty-discourses-on-the-following-important-subjects-viz-i-the-woman-of-samaria-ii-the-first-principles-of-christianity-iii-the-sufferings-and-satisfaction-of-christ-iv-the-beetitudes-v-the-dasmoniac-vi-dives-and-lazarus-vii-the-hidden-treasure-viii-the-offices-of-the-messiah-ix-the-great-sacrifice-x-lots-flight-xi-deliverance-from-death-xii-the-privilege-of-believers-xiii-the-patterns-of-mercy-xiv-the-vision-of-dry-bones-xv-the-safety-of-a-true-christian-xvi-the-assurance-of-faith-or-the-experience-of-a-true-christian-xvii-the-linsey-woolsey-garment-xviii-the-reproach-of-the-cross-xix-the-widow-of-nain-xx-the-beatific-vision-or-beholding-jesus-crucified-by-john-cennick-vol-ii/oclc/745127350&referer=brief_results
Challoner, Richard;1691 - 1781;http://viaf.org/viaf/54166109;The Catholick Christian instructed in the sacraments, sacrifice, ceremonies, and observances of the church;The Catholick Christian instructed in the sacraments, sacrifice, ceremonies, and observances of the church;1737;London;C. R.;English;Eucharist;Catholicism;Liturgy;;;https://books.google.it/books?id=MxMLMHCO59oC&printsec=frontcover&hl=it&source=gbs_ViewAPI&redir_esc=y#v=onepage&q&f=false 
Challoner, Richard;1691 - 1781;http://viaf.org/viaf/54166109;The Catholik Christian instructed in the Sacraments, Sacrifice, Ceremonies and Observances of the Church. By way of question and answer;The Catholik Christian instructed in the Sacraments, Sacrifice, Ceremonies and Observances of the Church. By way of question and answer;1717;London;n. p.;English;Liturgy;Catholicism;Eucharist;;;https://www.worldcat.org/title/catholik-christian-instructed-in-the-sacraments-sacrifice-ceremonies-and-observances-of-the-church-by-way-of-question-and-answer-by-r-c-ie-richard-challoner/oclc/752784503?referer=di&ht=edition
Chandieu, Antoine de;1534 - 1591;http://viaf.org/viaf/64078120;Locus de unico Christi sacerdotio et sacrificio, adversus commentitium missae sacrificium, theologicè & scholasticè tractatus;Locus de unico Christi sacerdotio et sacrificio, adversus commentitium missae sacrificium, theologicè & scholasticè tractatus;1581;Geneva;Jean Le Preux;Latin;Controversy;Christ's Sacrifice;Controversy;;;https://www.e-rara.ch/gep_g/content/zoom/3110500 
Chandieu, Antoine de;1534 - 1591;http://viaf.org/viaf/64078120;Traicté theologic et scholastique, de l'unique sacrificature et sacrifice de Jesus Christ : contre le controuvé sacrifice de la messe. Escrit en latin par Antoine de Chandieu excellent theologien, et nouvellement mis en françois par S. G. S.;Traicté theologic et scholastique, de l'unique sacrificature et sacrifice de Jesus Christ : contre le controuvé sacrifice de la messe. Escrit en latin par Antoine de Chandieu excellent theologien, et nouvellement mis en françois par S. G. S.;1595;Geneva;Jean Le Preux;French;Christ's sacrifice;Mass;Calvinism;Controversy;Eucharist;https://www.e-rara.ch/lac1_g/content/zoom/11398625
Collins, William;? - ?;;Missa triumphans, or, The triumph of the mass : wherein all the sophistical and wily arguments of Mr de Rodon against that thrice venerable sacrifice in his funestuous tract by him called, The funeral of the Mass, are fully, formally, and clearly answered : together with an appendix by way of answer to the translators preface;Missa triumphans, or, The triumph of the mass : wherein all the sophistical and wily arguments of Mr de Rodon against that thrice venerable sacrifice in his funestuous tract by him called, The funeral of the Mass, are fully, formally, and clearly answered : together with an appendix by way of answer to the translators preface;1675;Leuven;F.P.M.O.P.;English;Catholicism;Controversy;Mass;Sacraments;;https://www.google.it/books/edition/Missa_Triumphans_or_the_Triumph_of_the_M/x7ZoAAAAcAAJ?hl=it&gbpv=1&dq=Missa+triumphans,+or,+The+triumph+of+the+mass&pg=PA192&printsec=frontcover
Coton, Pierre;1564 - 1626;http://viaf.org/viaf/76341538;Du très-sainct et très-auguste sacrement, et sacrifice de la messe [...] discours contre les erreurs de nostre siècle et les cayers d'un prédicant à Grenoble;Du très-sainct et très-auguste sacrement, et sacrifice de la messe [...] discours contre les erreurs de nostre siècle et les cayers d'un prédicant à Grenoble;1600;Avignon;Iaques Bremereay;French;Catholicism;Jesuits (S.J.);Eucharist;Mass;Controversy;https://books.google.it/books?id=zLCNA7k8qNEC&pg=PA607&lpg=PA607&dq=Du+tr%C3%A8s-saint+et+tr%C3%A8s-auguste+sacrement,+et+sacrifice+de+la+messe...+discours+contre+les+erreurs+de+nostre+si%C3%A8cle+et+les+cayers+d%27un+pr%C3%A9dicant+%C3%A0+Grenoble&source=bl&ots=BYWJ_yD7a5&sig=ACfU3U03xH9dd36TYiUL-qyF_QWVBBO0ug&hl=it&sa=X&ved=2ahUKEwiq6IL3gK3wAhWJOuwKHfeCD3UQ6AEwB3oECAYQAw#v=onepage&q&f=false
Villegagnon, Nicolas Durand de;1510 - 1571;http://viaf.org/viaf/56620028;De Consecratione, Mystico Sacrificio, Et Duplici Christi oblatione adversus Vannium Lutherologiæ professorum: De Poculo Sanguinis Christi & introitu in sancta sanctorum, interiora velaminis adversus Bezam: cum refutationibus quarundam propositionum Calvinologia própugnatoris;De Consecratione, Mystico Sacrificio, Et Duplici Christi oblatione adversus Vannium Lutherologiæ professorum: De Poculo Sanguinis Christi & introitu in sancta sanctorum, interiora velaminis adversus Bezam: cum refutationibus quarundam propositionum Calvinologia própugnatoris;1569;Lutetia;Sebastianus Nivellius;Latin;Catholicism;Mass;Lutheranism;Controversy;Jesus's Sacrifice;https://books.google.it/books?id=wOc7AAAAcAAJ&printsec=frontcover&redir_esc=y#v=onepage&q&f=false
Villegagnon, Nicolas Durand de;1510 - 1571;http://viaf.org/viaf/56620028;De venerandissimo Ecclesiae Sacrificio;De venerandissimo Ecclesiae Sacrificio;1561;Paris;Andreas Wechelus;Latin;Catholicism;Mass;Church History;Jesus' Sacrifice;;https://books.google.it/books?id=9oQ8AAAAcAAJ&printsec=frontcover&redir_esc=y#v=onepage&q&f=false
Eck, Johann;1486 - 1543;http://viaf.org/viaf/100185986;De sacrificio missae contra Lutheranos libri tres;De sacrificio missae contra Lutheranos libri tres;1526;Cologne;Io[hannes] Soterem;Latin;Catholicism;Mass;Controversy ;Lutheranism;Sacraments;https://daten.digitale-sammlungen.de/0001/bsb00013344/images/index.html?fip=193.174.98.30&id=00013344&seite=1
Fecht, Johann;1636 - 1716;http://viaf.org/viaf/29810802;Disputatio De Sacrificio Missae Propitiatorio Pro Vivis Mortuisque, Joanni Decio, Jesuitae, Opposita;Disputatio De Sacrificio Missae Propitiatorio Pro Vivis Mortuisque, Joanni Decio, Jesuitae, Opposita;1701;Rostock;Schwiegerovius;Latin;Lutheranism;Mass;Jesuits (S.J.);Controversy;;https://digital.slub-dresden.de/werkansicht/dlf/53510/1/
Franz, Wolfgang;1564 - 1628;http://viaf.org/viaf/19145857776523020836;Schola Sacrificiorum Patriarchalium Sacra, Hoc Est, Assertio solidissima, Satisfactionis Á Domino nostro Iesv Christo [...] praestitae: in Sacrificiorum veterum typis fundata, & recentibus Arrianis seu Photinianis eandem negantibus, per Disputationes XXII;Schola Sacrificiorum Patriarchalium Sacra, Hoc Est, Assertio solidissima, Satisfactionis Á Domino nostro Iesv Christo [...] praestitae: in Sacrificiorum veterum typis fundata, & recentibus Arrianis seu Photinianis eandem negantibus, per Disputationes XXII;1654;Wittenber;Balthasar Mevius;Latin;Lutheranism;Patriarchs;Arianism;Plotinianism;Jesus's Sacrifice;https://books.google.it/books?id=1CFUAAAAcAAJ&printsec=frontcover&redir_esc=y#v=onepage&q&f=false
Franz, Wolfgang;1564 - 1628;http://viaf.org/viaf/19145857776523020836;Disputationum Theologicarum De Sacrificiis Satisfactionis Pro Peccatis Totius Mundi Praestitae, Typis Certissimis, Et Firmissimis, Adversus recentiores Arianos seu Photinianos Satisfactionem Christi omnem pernegantes Tertia : Quod in actibus sacrificiorum preces ardentissimas & Cantica sacra adhibuerint / Quae In Collegio Disputationum Theologicarum [...];Disputationum Theologicarum De Sacrificiis Satisfactionis Pro Peccatis Totius Mundi Praestitae, Typis Certissimis, Et Firmissimis, Adversus recentiores Arianos seu Photinianos Satisfactionem Christi omnem pernegantes Tertia : Quod in actibus sacrificiorum preces ardentissimas & Cantica sacra adhibuerint / Quae In Collegio Disputationum Theologicarum [...];1615;Wittenber;Gormannus;Latin;Lutheranism;Patriarchs;Arianism;Plotinianism;Jesus's Sacrifice;https://www.deutsche-digitale-bibliothek.de/item/JFTWLQRKYOVSKFM2TV63MKLRNZZZ6GRH
Gourdan, Simon;1646 - 1729;http://viaf.org/viaf/61536373;Sacrifice perpetuel de foy et d'amour au tres-saint sacrement de l'autel: par rapport aux mysteres, & aux differentes qualitez de notre-seigneur Jesus-Christ;Sacrifice perpetuel de foy et d'amour au tres-saint sacrement de l'autel: par rapport aux mysteres, & aux differentes qualitez de notre-seigneur Jesus-Christ;1714;Paris;Jacques Estienne;French;Catholicism;Augustin of Ippo;France;Eternity;Christ's Sacrifice;https://books.google.it/books?id=2dQ_6kZtOV4C&printsec=frontcover&hl=it&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false
Hanway, Jonas;1712-1786;http://viaf.org/viaf/64015807;Una traduzione italiana di un testo di Robert Parsons. ;The commemorative sacrifice of our Lord's supper considered as a preservative against superstitious fears and immoral practices. Earnest advice to persons who live in an habitual neglect of this means of grace and hope of felicity. Prayers suited to the general exigencies of Christians and the particular circumstances of the British Nation. By Jonas Hanway, Esq.;1777;London;Dodsley;English;Last Supper;Superstition;Immorality;Prayers;Eucharist;https://www.worldcat.org/title/commemorative-sacrifice-of-our-lords-supper-considered-as-a-preservative-against-superstitious-fears-and-immoral-practices-earnest-advice-to-persons-who-live-in-an-habitual-neglect-of-this-means-of-grace-and-hope-of-felicity-prayers-suited-to-the-general-exigencies-of-christians-and-the-particular-circumstances-of-the-british-nation-by-jonas-hanway-esq/oclc/745275566&referer=brief_results
Hanway, Jonas;1712 -1786;http://viaf.org/viaf/64015807;Earnest advice : particularly to persons who live in an habitual Neglect of Our Lord's Supper, considered as a commemorative Sacrifice inseparable from Christianity, and as A Preservative against superstitious Fears, and the immoral Practices, which deface the Glory of our Country, and darken our Prospects of a Life to come. In forty-nine letters. By Jonas Hanway, Esq.;Earnest advice : particularly to persons who live in an habitual Neglect of Our Lord's Supper, considered as a commemorative Sacrifice inseparable from Christianity, and as A Preservative against superstitious Fears, and the immoral Practices, which deface the Glory of our Country, and darken our Prospects of a Life to come. In forty-nine letters. By Jonas Hanway, Esq.;[1778];London;Dodsley;English;Fear;Eucharist;Last Supper;Controversy;Superstition;https://www.worldcat.org/title/earnest-advice-particularly-to-persons-who-live-in-an-habitual-neglect-of-our-lords-supper-considered-as-a-commemorative-sacrifice-inseparable-from-christianity-and-as-a-preservative-against-superstitious-fears-and-the-immoral-practices-which-deface-the-glory-of-our-country-and-darken-our-prospects-of-a-life-to-come-in-forty-nine-letters-by-jonas-hanway-esq/oclc/745066128?referer=di&ht=edition
