AUTORE,TITLE or subject,ANNO,PROVENIENZA,LUOGO DI CONSERVAZIONE,KEY WORD 1, KEY WORDS 2,KEY WORDS 3,KEY WORDS 4,KEY WORDS 5,LINKS,FORMATO,TOPIC,TOPIC,TOPIC,NOTES FOR INTERNAL USE,Responsible
"Luyken, Jan","
Sacrifice of the red young cow",1683,"Cunaeus, Petrus, De republyk der Hebreen, of gemeenebest der joden, 3 delen, Amsterdam: Wilhelmus Goeree, 1683","Rijksmuseum, Amsterdam",Hebrews,Israel,Animals,Holocausts,,https://drive.google.com/file/d/1NmAxQKxJ4FIW4j-692XN2U1nPoRS691X/view?usp=sharing,jpg,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Albertoni
"Dente, Marco",The sacrifice of a ram,1575,"Lafréry, Antoine, Speculum Romanae Magnificentiae, Roma 1575 ca.",,Rome,Animals,Paganism,Holocausts,,https://drive.google.com/file/d/179_HE1Z23_PFMQkizqrI5181Z4uoJm9b/view?usp=sharing,jpg,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Albertoni
Anonymous,Napkin with the Sacrifice of Isaac,1600-1625 ca.,,"Rijksmuseum, Amsterdam","Bible, Old Testament","Bible, Genesis",Abraham and Isaac,,,https://drive.google.com/file/d/1J_6guWb1fIBxpD2wdSpOqXQFKnDi0onT/view?usp=sharing,jpg,1. Sacrifice and Bible (16th-18th century),,,,Albertoni
Anonymous,Stove plate with the sacrifice of Isaac,1570-75 ca.,,"Rijksmuseum, Amsterdam","Bible, Old Testament","Bible, Genesis",Abraham and Isaac,,,https://drive.google.com/file/d/11UeWsyO10rDILwDo_fXTU2I1oXYh-5E-/view?usp=sharing,jpg,1. Sacrifice and Bible (16th-18th century),,,,Albertoni
"Fantuzzi, Antonio",Sacrificial scene inspired by a work of Rosso Fiorentino,1542,,"Rijksmuseum, Amsterdam",Paganism,,,,,https://drive.google.com/file/d/1Cy45oWyb8U1tU1gz9j5Zj7Z-BIJ_20mu/view?usp=sharing,jpg,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Albertoni
"Fiorentino, Rosso",Ancient Sacrifice,1535-1539 ca.,,"Galerie François-Ier, château de Fontainebleau, Fontainebleau",Paganism,,,,,https://drive.google.com/file/d/1d8pAXpo9LkD66t8J5chnQH8NgkMxp7ki/view?usp=sharing,jpg,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Albertoni
Anonymous,Stove plate with the sacrifice of Isaac,1550-1600,,"Rijksmuseum, Amsterdam","Bible, Old Testament","Bible, Genesis",Abraham and Isaac,,,https://drive.google.com/file/d/1YSCmB7vx0VdXFyMCVs1rNhXT_S3wUrKF/view?usp=sharing,jpg,1. Sacrifice and Bible (16th-18th century),,,,Albertoni
"Cranach, Lucas",Abraham sacrificing his son Isaac,1523-26,,"Rijksmuseum, Amsterdam","Bible, Old Testament","Bible, Genesis",Abraham and Isaac,,,https://drive.google.com/file/d/1xTkbtTuzDF7qc-ugO6UNEBlDxBes6ukN/view?usp=sharing,jpg,1. Sacrifice and Bible (16th-18th century),,,,Albertoni
"Dürer, Albrecht",Joachim's sacrifice is refused,1500 ca.,"Leven van Maria, Leiden, Hugo Janszoon van Woerden, 1500","Rijksmuseum, Amsterdam","
Joachim and Anne","
Gospel of Pseudo-Matthew",Animals,Infertility,Virgin Mary,https://drive.google.com/file/d/1xpfprNTmuRtu4pLuzuhV9aU1C2OY9lHL/view?usp=sharing,jpg,1. Sacrifice and Bible (16th-18th century),,,,Albertoni
"Rubens, Peter Paul",The Triumph of the Eucharist ,1625 ca.,,"Museo del Prado, Madrid",Eucharist,Paganism,,,,https://drive.google.com/file/d/1XJ2k4Ngd222tH_I-F776ZIwe6vl5yTpJ/view?usp=sharing,jpg,4. Sacrifice and Eucharist (16th-18th century),2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,Albertoni
"Roore, Jacques Ignatius de ",Jeroboam Sacrificing to the Idols,1704-1744 ca.,,"Rijksmuseum, Amsterdam",Jeroboam,Paganism,Israel,"Bible, Old Testament","Bible, 2 Kings",https://drive.google.com/file/d/1l4EjBCaOUWtVaHWQIUNrCr3GJ757nL4D/view?usp=sharing,jpg,1. Sacrifice and Bible (16th-18th century),,,,Albertoni
"Houbraken, Arnold",Sacrifice of Iphigenia,1690-1700 ca.,,"Rijksmuseum, Amsterdam",Iphigenia,Ancient Greeks,Firstborns,Women,,https://drive.google.com/file/d/1ENAKHdpwOTvVZDhMX90vaiX5COKA5uvX/view?usp=sharing,jpg,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Albertoni
"Massijs, Cornelis, ",Manoah's sacrifice ,1549,,"Ashmolean Museum, University of Oxford",Manoah,Samson,"Bible, Old Testament","Bible, Judges",Infertility,https://drive.google.com/file/d/1E95uI67tjywq5foLzPrUa_rNAWtJZP6n/view?usp=sharing,jpg,1. Sacrifice and Bible (16th-18th century),,,,Albertoni
"Lotto, Lorenzo",The sacrifice of Melchisedec,before 1545,,"Museo pontificio della Santa Casa, Loreto","Bible, Old Testament",Melchisedec,,,,https://drive.google.com/file/d/1DXz0pRvKSdxj2HY_nINI7Wnzb_vBEh5K/view?usp=sharing,jpg,1. Sacrifice and Bible (16th-18th century),,,,Albertoni
Noël Coypel,"The Sacrifice of Manoah and His Wife, Parents of Samson",Second half of the 17th century,,"Hood Museum of Art, Hanover, New Hampshire, USA",Manoah,Samson,"Bible, Old Testament","Bible, Judges",Infertility,https://drive.google.com/file/d/1JGnU4dEMvcqcxBn28yBcGeT0sHdmzSEs/view?usp=sharing,jpg,1. Sacrifice and Bible (16th-18th century),,,,Albertoni
"Le Sueur, Eustache",The Sacrifice of Manoah,1626,,"Musée des Augustins, Toulouse",Manoah,Samson,"Bible, Old Testament","Bible, Judges",Infertility,https://drive.google.com/file/d/1jEHQtfopd6fwbc_QbeSjwQTMUN0H3IE8/view?usp=sharing,jpg,1. Sacrifice and Bible (16th-18th century),,,,Albertoni
Abraham van Dijck or Willem Drost (attributed to),The Sacrifice of Manoah,1641 ca.,,Staatliche Kunstsammlungen Dresden,Manoah,Samson,"Bible, Old Testament","Bible, Judges",Infertility,https://drive.google.com/file/d/1INcGYfYZFbPDwcTbj53SVFvjE3p6NqXU/view?usp=sharing,jpg,1. Sacrifice and Bible (16th-18th century),,,,Albertoni
"Pittoni, Giovanni Battista",Sacrifice of Jephthah's daughter,after 1733,,"City Art Gallery, Southampton","Bible, Old Testament",Jephthah,"Bible, Judges",Israel,Women,https://drive.google.com/file/d/18RkMkVkYSLtpSBOqOi_XphacYUya6vu_/view?usp=sharing,jpg,1. Sacrifice and Bible (16th-18th century),,,,Albertoni
"Pittoni, Giovanni Battista",The sacrifice of Polyxena,1737 ca.,,"Staatsgalerie, Würzburg",Polyxena,Ancient Greeks,Women,,,https://drive.google.com/file/d/12NGYjCw4YZQphmLuxZE5Ln46N53CQLSD/view?usp=sharing,jpg,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Albertoni
"Pittoni, Giovanni Battista",The sacrifice of Polyxena,1732-33 ca.,,"Getty Museum, Getty Villa, Malibù",Polyxena,Ancient Greeks,Women,,,https://drive.google.com/file/d/1GO1SoYEslGLpgsGhNXpGgu4y1iOjcqDk/view?usp=sharing,jpg,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Albertoni
"Ferdinandi, Francesco",The sacrifice of Noah,1725-35 ca.,,"Galleria dei dipinti antichi, Cassa di Risparmio di Cesena","Bible, Old Testament",Noah,"Bible, Genesis",Animals,Holocausts,https://drive.google.com/file/d/1HkNWnAYj0MnuFbC-CEUC65ylIM9fH5ds/view?usp=sharing,jpg,1. Sacrifice and Bible (16th-18th century),,,,Albertoni
"Vasari, Giorgio",Sacrifice of Cain and Abel,1554-1555 ca.,,"Museo Nazionale di Capodimonte, Naples","Bible, Old Testament","Bible, Genesis",Abel and Cain,"Bible, New Testament","Bible, Hebrews",https://drive.google.com/file/d/16q3--eYN2K13tXNVnM7DxlLeIdETPsnL/view?usp=sharing,jpg,1. Sacrifice and Bible (16th-18th century),,,,Albertoni
"Vasari, Giorgio",The Sacrifice of Isaac,1554-1555 ca.,,"Museo Nazionale di Capodimonte, Naples","Bible, Old Testament","Bible, Genesis",Abraham and Isaac,,,https://drive.google.com/file/d/1qXc7XBSRZ5kRFiiQ3WVgsBEc0O6nIfQL/view?usp=sharing,jpg,1. Sacrifice and Bible (16th-18th century),,,,Albertoni
"Del Sarto, Andrea",The Sacrifice of Isaac,1527-29 ca.,,"Gemäldegalerie, Dresden ; Museo del Prado, Madrid ; Cleveland Museum of Art, Cleveland","Bible, Old Testament","Bible, Genesis",Abraham and Isaac,,,https://drive.google.com/file/d/1BuRJRB52VsVqByjN89zBSJvq3qNHjuRH/view?usp=sharing,jpg,1. Sacrifice and Bible (16th-18th century),,,,Albertoni
"Rombouts, Theodoor ",The angel intervenes as Abraham prepares to sacrifice Isaac,1620 ca.,,"Wellcome collection, London","Bible, Old Testament","Bible, Genesis",Abraham and Isaac,,,https://drive.google.com/file/d/13f5BpNQn2tEYC-mPGwh5Pr-TdWbxbpLU/view?usp=sharing,jpg,1. Sacrifice and Bible (16th-18th century),,,,Albertoni
"Sanzio, Raffaello",Sacrifice of Lystra,1515,,"Victoria & Albert Museum, London",Women,"Bible, Acts of the Apostles",Lystra,Paganism,Animals,https://drive.google.com/file/d/1ozhGyFfLsKNXPvNjHZH9KZ4B55NdBurQ/view?usp=sharing,jpg,1. Sacrifice and Bible (16th-18th century),,,,Albertoni
"Ferdinandi, Francesco",The sacrifice of Noah,1725-35 ca.,,"Galleria dei dipinti antichi, cassa di risparmio di Cesena, Cesena",Noah,"Bible, Old Testament","Bible, Genesis",Animals,Holocausts,https://drive.google.com/file/d/1QgeVNS8CsrYMRv2-XjvWkHubLXkHTYzK/view?usp=sharing,jpg,1. Sacrifice and Bible (16th-18th century),,,,Albertoni
"Celesti, Andrea",The sacrifice of Jephthah's daughter,1695 ca.,,"Fondazione Brescia Musei, Brescia","Bible, Old Testament",Jephthah,"Bible, Judges",Israel,Women,https://drive.google.com/file/d/1HnyeF-eMbw1t7W3i6mGKIyPELvXZ7L_e/view?usp=sharing,jpg,1. Sacrifice and Bible (16th-18th century),,,,Albertoni
"Maulbertsch, Franz Anton ",The Sacrifice of Isaac ,second half of 18th century,,"Museum of Fine Arts,Budapest","Bible, Old Testament","Bible, Genesis",Abraham and Isaac,,,https://drive.google.com/file/d/1OUnw8reQSvSPeHXU5W95N_f43XS0KQhL/view?usp=sharing,jpg,1. Sacrifice and Bible (16th-18th century),,,,Albertoni
"Leclerc, Sébastien",The Apotheosis of Isis ,1693,,"Bibliothèque municipale, Lyon",Ancient Egypt,Isis,,,,https://drive.google.com/file/d/1LpTVpvqVT4-4swGJXMxUzNXh9AULhCI1/view?usp=sharing,jpg,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Albertoni
"Musi, Agostino de",Psyche's father consults the Oracle,1530-1560 ca.,"Sanzio, Raffaello; Maestro del Dado, Favola di Psiche, [Rome] Ant. Sal. exc. [1532?]","Bibliothèque municipale, Lyon",Psyche,Ancient Greeks,Animals,Holocausts,,https://drive.google.com/file/d/1XG04aligaNYKo7Jb61qJvoPnL8RC71Hm/view?usp=sharing,jpg,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Albertoni
"Sadeler, Johan",The Sacrifice of Isaac ,Second half of 16th. Century, Paysages avec scènes de l'Ancien et du Nouveau Testament,"Bibliothèque municipale, Lyon","Bible, Old Testament","Bible, Genesis",Abraham and Isaac,,,https://drive.google.com/file/d/1Vq7dC-RAlj-7D0GwZc0-nRCx53HbNmKV/view?usp=sharing,jpg,1. Sacrifice and Bible (16th-18th century),,,,Albertoni
"Heemskerck, Maarten",Samuel anoints David  ,1556,Histoire de David et Saül,"Bibliothèque municipale, Lyon","Bible, Old Testament","Bible, 1 Samuel","Bible, Hebrews",David,Samuel,https://drive.google.com/file/d/1icg_F2s1Ls4FLlUe_UyKJ4TYQnjdyKs1/view?usp=sharing,jpg,1. Sacrifice and Bible (16th-18th century),,,,Albertoni
"Leu, Thomas de",Ino and Palemon,1615 ca.,"Iaspar Isaac, Gaultier L.; Thomas de Leu, Les images ou tableaux de platte peinture des deux philostrates sophistes grecs et les statues de Callistrate mis en francois par Blaise de Vigenere bourbonnois enrichis d'arguments et annotations reueus et corrigez sur l'original par un docte personnage de ce temps en la langue grecque et representez en taille douce en cette nouuelle edition auec des epigrammes sur chacun diceux par Artus Thomas sieur d'Embry ..., A Paris : Chez la veufue Abel l'Angelier et la veufue M. Guillemot, 1615","Bibliothèque municipale, Lyon",Ancient Greeks,,,,,https://drive.google.com/file/d/1lZPrJGppVF_BO-SrhXvVJzUCrcfuxEin/view?usp=sharing,jpg,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Albertoni
"Galle, Philippe",Josiah had the profane exhumed and burned on the altar of idols,1569,Le roi Josias restaure les lois divines,"Bibliothèque municipale, Lyon",Josiah,"Bible, Old Testament","Bible, 2 Kings","Bible, 2 Chronicles",,https://drive.google.com/file/d/1f8FiIXA5DO-t2rOgi9-aRBZdvXO1IU9T/view?usp=sharing,jpg,1. Sacrifice and Bible (16th-18th century),,,,Albertoni
"Galle, Philippe",Josiah celebrates Passover,1569,Le roi Josias restaure les lois divines,"Bibliothèque municipale, Lyon",Josiah,"Bible, Old Testament","Bible, 2 Kings","Bible, 2 Chronicles",,https://drive.google.com/file/d/1wSu3jvNQ5e8pEidZTEsufYxfqnLQ_j12/view?usp=sharing,jpg,1. Sacrifice and Bible (16th-18th century),,,,Albertoni
"Coornhert, Dirk Volkertszoon",The Philistines cut off Saul's head to offer it to their God,Half of 16th Century,,"Bibliothèque municipale, Lyon","Bible, Old Testament",Animals,Saul,Philistines,Holocausts,https://drive.google.com/file/d/1Tv6R3WKHu9h6wtrvWJmcP-8A-ulgfa2b/view?usp=sharing,jpg,1. Sacrifice and Bible (16th-18th century),,,,Albertoni
"Bonasone, Giulio",Asclepius,Half of 16th Century,Les Emblèmes d'Achille Bocchi,"Bibliothèque municipale, Lyon",Greek mythology,Asclepius,Animals,Holocausts,,https://drive.google.com/file/d/13xdskvQv2fDUc0n9cQ2KHmhT5fw7U4C6/view?usp=sharing,jpg,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Albertoni
"Boyvin, René ; Thiry, Léonard",King Eteez of Colchis takes Phryxus under his protection,[156?],"Boyvin, René ; Thiry, Léonard, Histoire de Jason et de la conquête de la Toison d'or, [Paris], [publisher not identified], [156-?]","Bibliothèque municipale, Lyon",Greek mythology,Animals,Holocausts,,,https://drive.google.com/file/d/1BbWmjDlqiaG1UzXsd0h0BQDAAMPBX_Lc/view?usp=sharing,jpg,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Albertoni
"Woeiriot de Bouzey, Pierre",The Phalaris bull,Second half of 16th. Century,,"Bibliothèque municipale, Lyon",Bull of Phalaris,Ancient Greeks,Tortures,,,https://drive.google.com/file/d/1_W9m8cacRO8-9QM_VW0EFdoCPzF9kmsV/view?usp=sharing,jpg,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Albertoni
"Holbein, Hans",The Philistines cut off Saul's head to offer it to their God ,First half of 16th. Century,Histoires de l'Ancien Testament,"Bibliothèque municipale, Lyon","Bible, Old Testament",Saul,Philistines,,,https://drive.google.com/file/d/1FW7t7uFfOqh4NBY4EHYUwW47JR11zlX9/view?usp=sharing,jpg,1. Sacrifice and Bible (16th-18th century),,,,Albertoni
"Testa, Pietro",Sacrifice of Iphigenia,1640-42,,"Metropolitan Museum of Art, New York",Iphigenia,Ancient Greeks,Firstborns,Women,,https://drive.google.com/file/d/12_mGLCDiUYC2-YFNQZ5Rg01zYDuQagSL/view?usp=sharing,jpg,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Albertoni
"Collaert, Adriaen ; Van Der Straet, Jan",The sacrifice on Mount Carmel,1590 ca.,"Collaert, Adriaen ; Van Der Straet, Jan, Encomium musices, Antverpiæ apud Philippum Gallæum ca. 1590]",,"Bible, Old Testament",Baal,Elijah,"Bible, 1 Kings",,https://drive.google.com/file/d/1xFAdM7D8_WePMxDcJiAyRfgBzW3gtha9/view?usp=sharing,jpg,1. Sacrifice and Bible (16th-18th century),,,,Albertoni
"Scultori, Adamo ; Romano, Giulio",Allegory of Autumn,after 1550 ; before 1574,,"Musei Civici di Arte e Storia. Pinacoteca Tosio Martinengo, Brescia",Animals,Holocausts,,,,https://drive.google.com/file/d/1gyxVGXNwofs_q83HAIos0QAN6J4e46TG/view?usp=sharing,jpg,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Albertoni
"Raimondi, Marcantonio",The sacrifice of Cain and Abel,1500-1520 ca.,,"Bibliothèque municipale, Lyon","Bible, Old Testament","Bible, Genesis",Abel and Cain,Holocausts,"Bible, Hebrews",https://drive.google.com/file/d/1X5Rs07z9kscgRUbzqERNnmANsbdK9Lvj/view?usp=sharing,jpg,1. Sacrifice and Bible (16th-18th century),,,,Albertoni
"Delaune, Etienne",Hercules sacrificing Busiris (king of Egypt),Half of 16th Century,,"Bibliothèque municipale, Lyon",Ancient Greeks,Ancient Romans,,,,https://drive.google.com/file/d/1a4u4VMmkJrc_NJcE4mbNGiDRVX_maNtM/view?usp=sharing,jpg,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Albertoni
"Cock, Hieronymus",The Sacrifice of Isaac ,1551,,"Bibliothèque municipale, Lyon","Bible, Old Testament","Bible, Genesis",Abraham and Isaac,,,https://drive.google.com/file/d/1zFpz5pks1nzBlECULapwkz7vlroOO6_v/view?usp=sharing,jpg,1. Sacrifice and Bible (16th-18th century),,,,Albertoni
"Van der Borcht, Peeter",The Sacrifice of Isaac ,Second half of 16th. Century,Paysage avec l'histoire d'Abraham,"Bibliothèque municipale, Lyon","Bible, Old Testament","Bible, Genesis",Abraham and Isaac,,,https://drive.google.com/file/d/1DP0YZDYl0DQuqePEFFEHkmnPfTnOn0WT/view?usp=sharing,jpg,1. Sacrifice and Bible (16th-18th century),,,,Albertoni
"Bonasone, Giulio",A sacrifice offered by Hermocrates,1548-1555,,"Bibliothèque municipale, Lyon",Ancient Greeks,Animals,Holocausts,,,https://drive.google.com/file/d/1jQexpvuDV0SwutT7eKDkdD864y9B1Dc3/view?usp=sharing,jpg,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Albertoni
"Donnini, Girolamo",Sacrifice of Jephthah's daughter,First half of 18th century,,"Fondazione Pietro Mondadori, Reggio Emilia","Bible, Old Testament",Jephthah,"Bible, Judges",Israel,Women,https://drive.google.com/file/d/1CUfKf4u5p4W0DmmEdKUGnSFHTVTqBg-s/view?usp=sharing,jpg,1. Sacrifice and Bible (16th-18th century),,,,Albertoni
"Jode, Petrus de ; Panderen, Egbert van ",The Sacrifice of Isaac ,1590 - 1637,,"Rijksmuseum, Amsterdam","Bible, Old Testament","Bible, Genesis",Abraham and Isaac,,,https://drive.google.com/file/d/1itU1zQdR6hEfu6TfTc6I0jIR_A3hLBc8/view?usp=sharing,jpg,1. Sacrifice and Bible (16th-18th century),,,,Albertoni
"Scultori, Diana",A bull offered in sacrifice to Jupiter,Second half of 16th. Century - before 1625 ,,"Biblioteca Casanatense, Rome",Roman mythology,Animals,Holocausts,,,https://drive.google.com/file/d/1U8cPWy79LowrGZu6khPOGlTPpMuQkQ7t/view?usp=sharing,jpg,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,Incisione realizzata da Diana Scultori per l'affresco della lunetta della Loggia del Giardino Segreto del Palazzo Te a Mantova,Albertoni
"Castiglione, Giovanni Benedetto",Sacrifice of Noah,1630-1664 ca.,,"Palazzo Bianco - Musei di Strada Nuova, Genoa","Bible, Old Testament",Noah,"Bible, Genesis",Animals,Holocausts,https://drive.google.com/file/d/17A3CMSgnDdH03S_VxZgtOHLU4d4lXt6P/view?usp=sharing,jpg,1. Sacrifice and Bible (16th-18th century),,,,Albertoni
"Vaughan, Robert",Sacrifices of the Jewish peoples,1650 ca.,,"The British Museum, London",Sukkot,Baal,Moloch,Jews,,https://drive.google.com/file/d/1xfr_XOQH2FTsng0pUttlTZa-5GjY6dtg/view?usp=sharing,jpg,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,Albertoni
"Monaco, Pietro ; Gisolfi, Giovanni",Sacrifice of Jephthah's daughter,1730-50 ca.,,"Convento dei Canonici Lateranensi - Gallerie dell'Accademia, Venice","Bible, Old Testament",Jephthah,"Bible, Judges",Israel,Women,https://drive.google.com/file/d/1uOhkpOBxQfcEWOsEWS_j0tdQ0M7Fy20o/view?usp=sharing,jpg,1. Sacrifice and Bible (16th-18th century),,,,Albertoni
"Ligozzi, Jacopo",The Sacrifice of Isaac ,1596 ca.,,"Galleria degli Uffizi, Florence","Bible, Old Testament","Bible, Genesis",Abraham and Isaac,,,https://drive.google.com/file/d/1AQWQTWpCTmMAu82Ltb97cHF0EuNvx0K1/view?usp=sharing,jpg,1. Sacrifice and Bible (16th-18th century),,,,Albertoni
"Eeckhout, Gerbrand van den",Jeroboam's Sacrifice at Bethel,1656,,"Hermitage Museum, Saint Petersburg",Jeroboam,Paganism,Israel,"Bible, Old Testament","Bible, 1 Kings",https://drive.google.com/file/d/1oJeaubEUrJetPZg-QBPcZfp0gjnaNQ90/view?usp=sharing,jpg,1. Sacrifice and Bible (16th-18th century),,,,Albertoni
Anonymous,An old prophet denounces the sacrifice given by the wayward king Jeroboam,????,,"Wellcome collection, London",Jeroboam,Paganism,Israel,"Bible, Old Testament","Bible, 1 Kings",https://drive.google.com/file/d/1ru_j2UfzPhJV7zl3Jh2_1ckWcz8dRPnE/view?usp=sharing,jpg,1. Sacrifice and Bible (16th-18th century),,,,Albertoni
"Fragonard, Jean Honoré",Jeroboam Offering Sacrifice for the Idols,1752,,"École nationale supérieure des Beaux-Arts, Paris",Jeroboam,Paganism,Israel,"Bible, Old Testament","Bible, 1 Kings",https://drive.google.com/file/d/1pDrZrUkMpPvcCbE0Zvyt46LF8xBxQgUZ/view?usp=sharing,jpg,1. Sacrifice and Bible (16th-18th century),,,,Albertoni
"Valdés Leal, Juan de",The Sacrifice of Isaac ,1659,,Private Collection,"Bible, Old Testament","Bible, Genesis",Abraham and Isaac,,,https://drive.google.com/file/d/1UREngZrjltAJh0t2j4E2qPLBAY1XjViR/view?usp=sharing,jpg,1. Sacrifice and Bible (16th-18th century),,,,Albertoni
"Giordano, Luca","
The sacrifice of Elijah against the prophets of Baal",1653,,unknown,Baal,Elijah,"Bible, Old Testament","Bible, 1 Kings",,https://drive.google.com/file/d/1kkSHGmx6QTbBSFlvd_Rwvu5IWR33zrOk/view?usp=sharing,jpg,1. Sacrifice and Bible (16th-18th century),,,,Albertoni
"Vecellio, Tiziano",The Sacrifice of Isaac ,1542-44 ca.,,"Basilica di Santa Maria della Salute, Venice","Bible, Old Testament","Bible, Genesis",Abraham and Isaac,,,https://drive.google.com/file/d/1DLWZt8rbsDoBuipw8aNMfV7PAONxx92e/view?usp=sharing,jpg,1. Sacrifice and Bible (16th-18th century),,,,Albertoni
"Chimenti, Jacopo (also known as Empoli, or Jacopo da Empoli)",The Sacrifice of Isaac ,1615-1618 ca.,,"Gallerie degli Uffizi, Florence","Bible, Old Testament","Bible, Genesis",Abraham and Isaac,,,https://drive.google.com/file/d/1mPkNnb-Q782J9mDcFuykl0TWJ4hQ1ZuX/view?usp=sharing,jpg,1. Sacrifice and Bible (16th-18th century),,,,Albertoni
"Giordano, Luca",The Sacrifice of Isaac ,1655,,"Museo del Prado, Madrid","Bible, Old Testament","Bible, Genesis",Abraham and Isaac,,,https://drive.google.com/file/d/19vf5rgbhZC0EEZxUANXutK1zToOQLQVF/view?usp=sharing,jpg,1. Sacrifice and Bible (16th-18th century),,,,Albertoni
"Giordano, Luca",The Sacrifice of Isaac ,1695-1696 ca.,,"Museo del Prado, Madrid","Bible, Old Testament","Bible, Genesis",Abraham and Isaac,,,https://drive.google.com/file/d/19tZqpk9SOpaIjjoRPMfvN9Zn1TdCca1H/view?usp=sharing,jpg,1. Sacrifice and Bible (16th-18th century),,,,Albertoni
"L'Angelier, Abel","Typographical mark depicting a sacrifice
",1580,"Les memoires de Messire Philippe de Commines, Chevalier, Seigneur d'Argenton, sur les principaux faicts & gestes de Louis onziesme & de Charles huictiesme son filz roys de France, Paris Abel L'Angelier, edition 1580",,Typographical Marks,,,,,https://drive.google.com/file/d/1-uxbfZo2vgmRkGq3xI_DRbHwnAavvIVN/view?usp=sharing,jpg,0. General bibliography (19th-21th century),,,Va bene la categoria? o mettiamo antiquaria?,Albertoni
"L'Angelier, Abel","Typographical mark depicting a sacrifice
",1579,"Des Roches, Catherine; Des Roches, Madeleine Les Oeuvres de mes-dames Des Roches de Poetiers, mere & fille, Paris, Abel l'Angelier, 1579",,Typographical Marks,,,,,https://drive.google.com/file/d/1LK79UekBL9JfnnhZhBp4VWST3lp6k1I2/view?usp=sharing,jpg,0. General bibliography (19th-21th century),,,Va bene la categoria? o mettiamo antiquaria?,Albertoni
"De Majo, Paolo",Sacrifice of the Mass,1743,,"Cathedral San Michele Arcangelo, Marcianise (Caserta)",Christ's Sacrifice,Eucharist,,,,https://drive.google.com/file/d/1EEw2qGCYNqYhtJ94HAFwnfB2_kFpDJXR/view?usp=sharing,jpg,4. Sacrifice and Eucharist (16th-18th century),,,,Albertoni
Anonymous,The Sacrifice of Isaac ,17th century,,"Musée Paul-Dupuy, Toulouse","Bible, Old Testament","Bible, Genesis",Abraham and Isaac,,,https://drive.google.com/file/d/1QYYFqHnD1Yf70XGEegtPVyOq_eyzqyQB/view?usp=sharing,jpg,1. Sacrifice and Bible (16th-18th century),,,,Albertoni
"Champaigne, Philippe de",The Sacrifice of Isaac ,First half of 17th Century,,Private Collection,"Bible, Old Testament","Bible, Genesis",Abraham and Isaac,,,https://drive.google.com/file/d/1_91WkCT_q5m0zFvf7XQu0i5dFOe17c3_/view?usp=sharing,jpg,1. Sacrifice and Bible (16th-18th century),,,,Albertoni
Rembrandt,The Sacrifice of Isaac,1635,,"Hermitage Museum, Saint Petersburg","Bible, Old Testament","Bible, Genesis",Abraham and Isaac,,,https://drive.google.com/file/d/1lZhcUcVYX-RqQk4idiwt8PIfrwybo0c5/view?usp=sharing,jpg,1. Sacrifice and Bible (16th-18th century),,,,Albertoni
"Merisi, Michelangelo da Caravaggio",The Sacrifice of Isaac ,1603 ca.,,"Gallerie degli Uffizi, Florence","Bible, Old Testament","Bible, Genesis",Abraham and Isaac,,,https://drive.google.com/file/d/1mhG7ezL12vo_92fZJlxlQEj96Kh_LQzb/view?usp=sharing,jpg,1. Sacrifice and Bible (16th-18th century),,,,Albertoni
"Merisi, Michelangelo da Caravaggio",The Sacrifice of Isaac ,1598-1603 ca.,,"Piasecka-Johnson Collection, Princeton","Bible, Old Testament","Bible, Genesis",Abraham and Isaac,,,https://drive.google.com/file/d/1wRoKSFIM5w6342MBOK5AG3KXn5EmiS7C/view?usp=sharing,jpg,1. Sacrifice and Bible (16th-18th century),,,,Albertoni
